rank,pos_rank,playerId,name,position,team,role,proj_points,draft_value
349,WR143,4879567,Trent Walker,WR,Houston,0.98,110.1,-33.2
350,RB157,5300775,Sincere Baines,RB,Western Kentucky,0.96,110.1,-33.2
351,RB158,4897730,Bam McReynolds,RB,UAB,1.0,110.1,-33.2
352,WR144,5146735,Charlie Becker,WR,Indiana,1.0,110.1,-33.2
353,WR145,5076952,Devin McCuin,WR,Ohio State,0.97,109.9,-33.4
354,QB44,4870921,Dante Moore,QB,Oregon,1.0,218.2,-33.6
355,WR146,5122076,Cole Weaver,WR,Syracuse,1.0,109.7,-33.6
356,WR147,4832952,Mekhi Collins,WR,North Dakota State,0.99,109.6,-33.7
357,WR148,5224388,Shane Carr,WR,Kentucky,0.95,109.5,-33.8
358,QB45,4870799,Nico Iamaleava,QB,UCLA,1.0,218.0,-33.8
359,WR149,5189530,Joseph Williams,WR,Colorado,0.94,109.3,-34.0
360,WR150,5221381,Tony Freeman,WR,Washington State,1.0,109.1,-34.2
361,WR151,5296150,DeAree Rogers,WR,Northern Illinois,1.0,109.0,-34.3
362,RB159,5260847,Marcellous Hawkins,RB,Virginia Tech,0.99,108.9,-34.4
363,WR152,5079612,Dre'lon Miller,WR,Baylor,0.97,108.9,-34.4
364,TE8,4870608,Benjamin Brahmer,TE,Penn State,1.0,101.6,-34.4
365,QB46,5087156,Nathan Hayes,QB,North Dakota State,0.97,217.3,-34.5
366,RB160,4912302,Makhilyn Young,RB,Vanderbilt,1.0,108.8,-34.5
367,RB161,5224792,TJ Thomas,RB,Minnesota,0.95,108.6,-34.7
368,QB47,4875127,LaNorris Sellers,QB,South Carolina,1.0,216.9,-34.9
369,WR153,4869694,Langston Lewis,WR,Central Michigan,1.0,108.3,-35.0
370,WR154,4869730,Nik McMillan,WR,Kansas,0.96,108.3,-35.0
371,RB162,5122231,Harlem Berry,RB,LSU,0.97,108.2,-35.1
372,RB163,5079298,Lloyd Avant,RB,Oklahoma,0.91,108.2,-35.1
373,RB164,5120317,Jordan Lovett,RB,Troy,1.0,108.0,-35.3
374,RB165,4258419,Hunter Smith,RB,Temple,1.0,107.6,-35.7
375,RB166,5141560,Ousmane Kromah,RB,Florida State,0.93,107.6,-35.7
376,WR155,5153994,Landon Ellis,WR,UCLA,1.0,107.6,-35.7
377,QB48,5101124,Micah Alejado,QB,Hawai'i,1.0,216.0,-35.8
378,QB49,5307005,Mason McKenzie,QB,Boston College,0.83,215.9,-35.9
379,TE9,4870683,Ethan Davis,TE,Tennessee,1.0,100.1,-35.9
380,WR156,5121601,Hunter Summers,WR,Arkansas State,1.0,107.3,-36.0
381,WR157,5224790,Isaiah Fuhrmann,WR,Georgia Tech,0.91,107.3,-36.0
382,QB50,5158343,Braxton Woodson,QB,Navy,1.0,215.7,-36.1
383,WR158,5154809,Jaylon Domingeaux,WR,Wisconsin,0.96,107.2,-36.1
384,RB167,5226949,David Avit,RB,Arizona State,0.95,107.2,-36.1
385,TE10,5080547,Peter Clarke,TE,Temple,0.99,99.8,-36.2
386,WR159,5155062,Larenzo Fenner,WR,Cincinnati,0.98,107.1,-36.2
387,RB168,4900771,Marquis Gillis,RB,Arizona State,0.95,106.7,-36.6
388,WR160,4685290,Tychaun Chapman,WR,Memphis,1.0,106.5,-36.8
389,RB169,5225435,Seth Cromwell,RB,James Madison,0.88,106.5,-36.8
390,RB170,4612624,Antwan Roberts,RB,Arizona,0.99,106.4,-36.9
391,WR161,4838549,Kam Perry,WR,Colorado,0.93,106.4,-36.9
392,WR162,5296438,Tristian Gardner,WR,Coastal Carolina,1.0,106.3,-37.0
393,WR163,4875853,Cody Jackson,WR,Iowa State,0.98,106.2,-37.1
394,RB171,5220253,James Jones,RB,New Mexico State,1.0,106.2,-37.1
395,WR164,5300740,Ky Wilson,WR,UConn,0.93,106.2,-37.1
396,WR165,4710843,Jasaiah Gathings,WR,Buffalo,0.98,105.6,-37.7
397,RB172,5227849,Jordan Washington,RB,Massachusetts,1.0,105.5,-37.8
398,RB173,5081363,Justin Williams-Thomas,RB,Massachusetts,0.97,105.4,-37.9
399,WR166,4869962,Ashton Hollins,WR,Georgia Southern,0.95,105.4,-37.9
400,WR167,5193274,Cade Wolford,WR,Cincinnati,0.88,105.3,-38.0
401,RB174,5296612,Steve Chavez-Soto,RB,Utah,0.9,105.1,-38.2
402,WR168,4838527,Josh Dallas,WR,Georgia Southern,1.0,104.9,-38.4
403,WR169,5079492,Micah Hudson,WR,Texas Tech,0.83,104.9,-38.4
404,QB51,4871091,Lunch Winfield,QB,Louisiana,1.0,213.2,-38.6
405,RB175,5295723,Caden Knighten,RB,Baylor,0.91,104.7,-38.6
406,QB52,4801299,Rocco Becht,QB,Penn State,1.0,213.1,-38.7
407,WR170,4726152,JoJo Bermudez,WR,Temple,0.99,104.6,-38.7
408,WR171,4685516,Shazz Preston,WR,Indiana,1.0,104.6,-38.7
409,WR172,4940235,Taeshaun Lyons,WR,UNLV,0.96,104.6,-38.7
410,QB53,4881032,Taron Dickens,QB,Northern Illinois,0.92,213.1,-38.7
411,WR173,5205460,Davion Chandler,WR,Indiana,0.84,104.5,-38.8
412,RB176,5086378,Diore Hubbard,RB,Wyoming,0.91,104.4,-38.9
413,WR174,4685283,Kaleb Brown,WR,UAB,0.98,104.3,-39.0
414,WR175,5089003,Colin Chase,WR,Temple,1.0,103.8,-39.5
415,RB177,4869552,Robert Briggs,RB,Southern Miss,0.98,103.8,-39.5
416,TE11,5079647,Caleb Odom,TE,Ole Miss,0.99,96.5,-39.5
417,WR176,5079691,Malcolm Simmons,WR,Texas Tech,0.9,103.5,-39.8
418,WR177,4837269,Omari Hayes,WR,Iowa State,1.0,103.5,-39.8
419,RB178,5149058,Devin Spencer,RB,Arkansas State,0.96,103.5,-39.8
420,RB179,5124334,PJ Martin,RB,South Alabama,0.98,103.3,-40.0
421,WR178,4690298,Jake Thaw,WR,Delaware,1.0,103.3,-40.0
422,WR179,5225646,Rico Bond,WR,Toledo,0.93,103.2,-40.1
423,WR180,5224354,Rashawn Cunningham,WR,Liberty,0.89,103.1,-40.2
424,TE12,4819226,Brody Foley,TE,Louisville,0.82,95.8,-40.2
425,WR181,4834817,Jayshon Platt,WR,Illinois,0.95,103.0,-40.3
426,WR182,4912067,Chase Sowell,WR,Penn State,1.0,103.0,-40.3
427,WR183,5157187,Cameron Bates,WR,Boise State,0.98,102.8,-40.5
428,WR184,4869599,Chrishon McCray,WR,Michigan State,1.0,102.8,-40.5
429,WR185,5222394,Da'Shawn Martin,WR,Virginia,0.95,102.7,-40.6
430,RB180,4804879,Quincy Craig,RB,Arizona,1.0,102.5,-40.8
431,WR186,5160197,Darius Cannon,WR,Jacksonville State,0.82,102.4,-40.9
432,WR187,4869601,Chance Morrow,WR,Buffalo,0.91,102.4,-40.9
433,WR188,5141975,Tanook Hines,WR,USC,1.0,102.3,-41.0
434,WR189,5121666,Kam Shanks,WR,Wake Forest,0.96,102.3,-41.0
435,WR190,4685383,Isaiah Horton,WR,Texas A&M,1.0,101.9,-41.4
436,WR191,4918417,Ayden Greene,WR,Virginia Tech,0.97,101.7,-41.6
437,WR192,5226828,Isaiah Dawson,WR,Bowling Green,0.82,101.6,-41.7
438,RB181,5157261,Ja'Vin Simpkins,RB,UAB,0.91,101.4,-41.9
439,WR193,5141723,Dallas Wilson,WR,Florida,0.88,101.3,-42.0
440,RB182,5085507,D.J. Crowther,RB,South Florida,0.84,101.0,-42.3
441,WR194,5229589,Javon Ross,WR,Tulsa,0.9,101.0,-42.3
442,RB183,4870609,CJ Baxter,RB,Kentucky,0.9,101.0,-42.3
443,WR195,5238876,Jonah Dawson,WR,Air Force,0.93,100.9,-42.4
444,WR196,5122006,Landon Sides,WR,East Carolina,1.0,100.9,-42.4
445,RB184,5298748,Nick Herman,RB,James Madison,0.84,100.9,-42.4
446,WR197,5153369,Ja'Keith Hamilton,WR,East Carolina,0.91,100.8,-42.5
447,QB54,5153782,Amari Odom,QB,Syracuse,0.88,209.2,-42.6
448,WR198,4917349,Jamari Hawkins,WR,Arkansas,1.0,100.7,-42.6
449,QB55,5141741,Bryce Underwood,QB,Michigan,1.0,209.1,-42.7
450,WR199,5300309,Adonis McDaniel,WR,Oregon State,1.0,100.6,-42.7
451,RB185,4608922,Braydon Bennett,RB,Eastern Michigan,1.0,100.6,-42.7
452,WR200,4870635,Anthony Brown-Stephens,WR,Tulane,1.0,100.5,-42.8
453,RB186,5220671,Herschel Turner,RB,Nevada,1.0,100.4,-42.9
454,RB187,4921517,Dawson Pendergrass,RB,Baylor,0.99,100.2,-43.1
455,WR201,5141582,Donovan Olugbode,WR,Missouri,0.93,100.2,-43.1
456,WR202,5158341,Luke Hutchison,WR,Navy,0.95,100.1,-43.2
457,WR203,4896389,Louis Brown IV,WR,Baylor,0.95,100.0,-43.3
458,WR204,5075529,Anthony Eager,WR,South Alabama,1.0,100.0,-43.3
459,QB56,4685696,Beau Pribula,QB,Virginia,0.99,208.2,-43.6
460,WR205,5087069,Max Mosey,WR,Rice,1.0,99.6,-43.7
461,RB188,4685418,Tavorus Jones,RB,UTEP,0.95,99.6,-43.7
462,WR206,5130792,Nitro Tuggle,WR,South Carolina,0.94,99.6,-43.7
463,RB189,5148838,Jamauri McClure,RB,Tulane,0.95,99.4,-43.9
464,RB190,5125733,Joey Mattord,RB,Eastern Michigan,1.0,99.3,-44.0
465,WR207,4870842,Vandrevius Jacobs,WR,Miami,0.86,99.1,-44.2
466,RB191,5258024,Marvis Parrish,RB,Michigan State,0.93,99.1,-44.2
467,RB192,4873234,Victor Rosa,RB,Ohio,1.0,99.0,-44.3
468,RB193,5258056,Samuel Harris,RB,Wyoming,0.89,98.9,-44.4
469,WR208,5296407,Nahzae Cox,WR,Kansas,0.95,98.9,-44.4
470,WR209,5017177,Keith Reynolds,WR,Miami (OH),0.98,98.8,-44.5
471,WR210,5120454,Caleb Goodie,WR,Missouri,0.92,98.8,-44.5
472,WR211,4689118,Jyziah Rockwell,WR,Western Kentucky,0.97,98.7,-44.6
473,WR212,5225509,Isaiah Johnson,WR,Cincinnati,0.93,98.7,-44.6
474,RB194,4827047,Aidan Laughery,RB,Illinois,1.0,97.9,-45.4
475,RB195,5294293,Javin Gordon,RB,Tennessee,0.88,97.8,-45.5
476,WR213,4876642,Maleek Huggins,WR,Miami (OH),1.0,97.6,-45.7
477,WR214,4870929,Noah Rogers,WR,Alabama,0.96,97.5,-45.8
478,WR215,5079370,Ernest Campbell,WR,Colorado,0.89,97.4,-45.9
479,WR216,5220596,Kyri Shoels,WR,Utah,0.96,97.4,-45.9
480,WR217,5078533,Jabari Smith Jr.,WR,Ball State,0.91,97.3,-46.0
481,QB57,5084404,Liam O'Brien,QB,Cincinnati,0.89,205.7,-46.1
482,RB196,4880395,Tae Meadows,RB,Auburn,0.87,97.2,-46.1
483,WR218,5089545,De'Andre Tamarez,WR,Marshall,1.0,97.1,-46.2
484,WR219,5078453,London Humphreys,WR,Georgia,1.0,97.1,-46.2
485,RB197,4873442,Xavier Brown,RB,Virginia,0.91,97.0,-46.3
486,WR220,5231354,Caden High,WR,Stanford,1.0,96.9,-46.4
487,WR221,5149007,Miles Coleman,WR,Oklahoma State,0.98,96.7,-46.6
488,RB198,5157399,Nyeoti Punni,RB,North Dakota State,0.97,96.7,-46.6
489,WR222,5086096,Lawayne McCoy,WR,Louisville,0.91,96.7,-46.6
490,WR223,4869802,Davis Dalton,WR,Southern Miss,0.96,96.6,-46.7
491,RB199,4690811,Savion Red,RB,Sacramento State,0.94,96.5,-46.8
492,TE13,5120299,Patrick Overmyer,TE,Houston,1.0,89.2,-46.8
493,RB200,5123048,Jason Patterson,RB,Kentucky,0.98,96.5,-46.8
494,RB201,5194306,Ashton Gray,RB,East Carolina,0.99,96.5,-46.8
495,WR224,5076106,Marquis Johnson,WR,Mississippi State,0.93,96.5,-46.8
496,QB58,5224011,Baylor Hayes,QB,Tulsa,1.0,204.8,-47.0
497,WR225,4870601,Jaylen Bonelli,WR,Arkansas State,1.0,96.3,-47.0
498,WR226,5301873,Jeremiah Harrison,WR,James Madison,0.92,96.2,-47.1
499,WR227,4869497,Tommy McIntosh,WR,Central Michigan,1.0,96.1,-47.2
500,WR228,4900879,Jacquon Gibson,WR,Virginia,0.98,96.1,-47.2
501,WR229,5089549,Malik Knight,WR,Pittsburgh,1.0,95.8,-47.5
502,RB202,4685269,Jovantae Barnes,RB,Kentucky,1.0,95.6,-47.7
503,RB203,5225936,Jaden McGill,RB,Western Kentucky,0.98,95.6,-47.7
504,QB59,4869553,Bishop Davenport,QB,South Alabama,1.0,204.0,-47.8
505,WR230,5126534,Jeremy Scott,WR,TCU,0.87,95.4,-47.9
506,TE14,4869728,Jeremiah Hasley,TE,Duke,1.0,88.0,-48.0
507,RB204,5081241,Johnny Martin,RB,Temple,0.92,95.2,-48.1
508,WR231,5153653,Kahanu Davis,WR,Utah State,0.97,95.2,-48.1
509,WR232,4709669,Christian Moss,WR,Washington,0.95,95.2,-48.1
510,RB205,5301028,JaQuail Smith,RB,Colorado,0.87,95.1,-48.2
511,QB60,5075805,Aidan Chiles,QB,Northwestern,0.98,203.4,-48.4
512,RB206,5078251,Justin Marshall,RB,Liberty,0.95,94.9,-48.4
513,WR233,5148995,Brady Kluse,WR,Memphis,0.99,94.9,-48.4
514,WR234,4685510,Kaden Saunders,WR,Southern Miss,0.91,94.7,-48.6
515,TE15,5085509,Chris Corbo,TE,Georgia Tech,0.86,87.3,-48.7
516,RB207,5156348,Bryson Kuzdzal,RB,Michigan,0.91,94.5,-48.8
517,WR235,5079523,Derrick McFall,WR,SMU,0.94,94.5,-48.8
518,TE16,4908552,Dorian Thomas,TE,California,0.87,87.1,-48.9
519,WR236,5083747,Justin Bowick,WR,Oklahoma State,1.0,94.4,-48.9
520,RB208,5079500,Bryan Jackson II,RB,Wisconsin,1.0,94.3,-49.0
521,WR237,5027432,Ardell Banks,WR,Kent State,1.0,94.2,-49.1
522,WR238,5160955,Jojo Phillips,WR,BYU,0.95,94.1,-49.2
523,WR239,4685469,Sam Mbake,WR,App State,0.9,94.1,-49.2
524,TE17,4431051,Izayah Cummings,TE,App State,0.99,86.7,-49.3
525,RB209,5122155,Brady Tillman III,RB,Florida Atlantic,0.83,93.9,-49.4
526,WR240,5110019,Kyan Mason,WR,Akron,0.92,93.7,-49.6
527,WR241,5080819,Davion Dozier,WR,NC State,0.87,93.5,-49.8
528,RB210,4880964,Terron Kellman,RB,Liberty,0.95,93.5,-49.8
529,QB61,5126468,Will Hammond,QB,Texas Tech,0.94,201.9,-49.9
530,WR242,5092470,Ty Mims,WR,UAB,0.87,93.4,-49.9
531,WR243,5161162,Ronnel Johnson,WR,Jacksonville State,0.91,93.4,-49.9
532,WR244,4838556,Kaleb Webb,WR,Maryland,1.0,93.3,-50.0
533,RB211,4698727,Dallan Hayden,RB,Memphis,0.95,93.3,-50.0
534,RB212,4685436,Antonio Martin,RB,Middle Tennessee,1.0,93.2,-50.1
535,RB213,5136049,Duke Watson,RB,UCF,0.87,92.9,-50.4
536,RB214,4916885,Jaylen Jenkins,RB,Texas State,0.94,92.7,-50.6
537,WR245,5121616,Grayson Tempest,WR,Tulsa,0.94,92.7,-50.6
538,RB215,5150003,Terrance Shelton Jr.,RB,Buffalo,1.0,92.5,-50.8
539,RB216,5186586,Ty Clark III,RB,Wake Forest,0.99,92.5,-50.8
540,WR246,5179622,Jayden Sellers,WR,South Carolina,0.87,92.4,-50.9
541,QB62,5212654,Braden Atkinson,QB,Oregon State,0.93,200.9,-50.9
542,RB217,5149563,DJ Butler,RB,Houston,0.97,92.3,-51.0
543,RB218,5141386,Tory Blaylock,RB,Oklahoma,0.91,92.2,-51.1
544,WR247,5095915,Moussa Barry,WR,Western Kentucky,0.98,92.1,-51.2
545,WR248,4870656,Johntay Cook II,WR,Ole Miss,0.93,91.9,-51.4
546,WR249,5298655,Kalvin Gilbert Jr.,WR,Toledo,0.92,91.8,-51.5
547,TE18,4870869,Brett Norfleet,TE,Missouri,1.0,84.4,-51.6
548,RB219,5103798,Daelen Alexander,RB,Coastal Carolina,0.85,91.7,-51.6
549,RB220,5110516,Arnold Barnes III,RB,Iowa State,1.0,91.6,-51.7
550,WR250,4682748,Max Patterson,WR,Delaware,0.99,91.6,-51.7
551,WR251,5220256,Donte Lee Jr.,WR,Texas Tech,0.91,91.5,-51.8
552,WR252,5100582,Hudson Clement,WR,Illinois,0.97,91.4,-51.9
553,WR253,5219436,Brady Anderson,WR,Army,0.95,91.4,-51.9
554,WR254,5087747,Jayce Freeman,WR,Temple,1.0,91.3,-52.0
555,WR255,4870965,Taz Reddicks,WR,UNLV,0.84,91.3,-52.0
556,RB221,4816098,Makhi Hughes,RB,Houston,0.93,91.1,-52.2
557,WR256,5125819,Darrell Gill Jr.,WR,Ole Miss,0.96,91.1,-52.2
558,RB222,5094035,Wilhelm Daal II,RB,Duke,0.87,90.9,-52.4
559,WR257,5125593,Bailey Stockton,WR,Florida,0.93,90.9,-52.4
560,TE19,5092410,Dorian Fleming,TE,Maryland,1.0,83.6,-52.4
561,WR258,5147046,Ben Black,WR,Rutgers,0.86,90.9,-52.4
562,WR259,4694404,Nick Laboy,WR,Delaware,0.97,90.9,-52.4
563,RB223,5079659,Jonathan Paylor,RB,NC State,0.83,90.7,-52.6
564,WR260,5086628,AJ Jones,WR,Middle Tennessee,0.95,90.6,-52.7
565,WR261,5141362,Jordan Allen,WR,Georgia Tech,0.96,90.6,-52.7
566,WR262,5147053,Wayne Harris,WR,Kent State,1.0,90.4,-52.9
567,RB224,5141561,Jamarion Morrow,RB,Texas A&M,0.95,90.4,-52.9
568,RB225,5079378,Darrion Dupree,RB,Wisconsin,0.88,90.3,-53.0
569,WR263,5153499,Donnie Cheers,WR,Nevada,0.82,90.3,-53.0
570,RB226,5079468,Davion Gause,RB,NC State,0.89,90.2,-53.1
571,RB227,4912275,Christian Washington,RB,San Diego State,1.0,90.1,-53.2
572,RB228,5107875,Cole Tabb,RB,Cincinnati,0.86,90.1,-53.2
573,WR264,5158751,Ian Duarte,WR,Tennessee,0.96,90.1,-53.2
574,WR265,5084027,Miles Williams,WR,New Mexico,0.89,89.9,-53.4
575,WR266,4685297,Darrius Clemons,WR,Washington State,0.89,89.9,-53.4
576,TE20,5165154,Mason Mini,TE,California,0.86,82.6,-53.4
577,TE21,5088952,Eric Olsen,TE,Oregon State,0.96,82.6,-53.4
578,WR267,5151405,Jaceon Doss,WR,Nevada,0.91,89.7,-53.6
579,RB229,5086379,Brandon Hood,RB,Southern Miss,0.93,89.6,-53.7
580,RB230,5218961,Fame Ijeboi,RB,Purdue,0.92,89.5,-53.8
581,RB231,4685699,Damari Alston,RB,Tulsa,0.85,89.4,-53.9
582,WR268,4827041,Jacob Bostick,WR,San Diego State,0.86,89.3,-54.0
583,RB232,4871081,Richard Young,RB,Colorado,0.96,89.3,-54.0
584,RB233,4911914,Andrew Paul,RB,Jacksonville State,0.99,89.2,-54.1
585,RB234,4923298,Peyton Jones,RB,Liberty,0.91,89.2,-54.1
586,WR269,4244849,Marcel Williams,WR,Akron,0.96,89.1,-54.2
587,RB235,5148905,Carter Vargas,RB,California,0.96,89.0,-54.3
588,RB236,5096878,DeKalon Taylor,RB,Colorado,0.86,89.0,-54.3
589,RB237,5222671,Jaylin Carter,RB,Memphis,1.0,88.9,-54.4
590,WR270,5081089,Dylan Gary,WR,Kennesaw State,0.91,88.9,-54.4
591,RB238,5220666,Derrick Jameson,RB,UL Monroe,0.78,88.9,-54.4
592,WR271,5300856,Tony Diaz,WR,Iowa,0.89,88.8,-54.5
593,WR272,5156183,Brendan Jenkins,WR,South Alabama,0.99,88.6,-54.7
594,WR273,5084429,Darren Morris,WR,Boise State,1.0,88.6,-54.7
595,WR274,5077266,Trech Kekahuna,WR,North Carolina,0.91,88.5,-54.8
596,WR275,5225416,Tay Lanier,WR,Colorado State,1.0,88.5,-54.8
597,TE22,5121453,Eli Finley,TE,Louisiana Tech,1.0,81.1,-54.9
598,WR276,5153318,AJ Little,WR,Southern Miss,0.87,88.3,-55.0
599,WR277,5084408,Bisi Owens,WR,Purdue,1.0,88.2,-55.1
600,RB239,5194659,James McNeil Jr.,RB,Buffalo,0.93,88.1,-55.2
601,RB240,5151112,David Mbadinga,RB,Georgia Southern,0.98,88.1,-55.2
602,WR278,5225335,Noah Grevious,WR,James Madison,0.91,88.1,-55.2
603,WR279,4870699,Karmello English,WR,Coastal Carolina,0.96,88.0,-55.3
604,WR280,4702790,DJ Allen Jr.,WR,UTSA,0.97,88.0,-55.3
605,RB241,5164324,Sterling Joseph,RB,Florida International,0.74,87.8,-55.5
606,WR281,4812474,DJ Riles,WR,Georgia State,0.94,87.8,-55.5
607,RB242,5203477,Dominic Knicely,RB,Coastal Carolina,0.92,87.7,-55.6
608,QB63,4870883,JJ Kohl,QB,Florida International,1.0,196.1,-55.7
609,WR282,5079501,Zycarl Lewis Jr.,WR,Tulane,0.96,87.6,-55.7
610,TE23,5081107,Luke Lindenmeyer,TE,Nebraska,1.0,80.1,-55.9
611,RB243,4808744,Jaylon Glover,RB,UNLV,1.0,87.4,-55.9
612,WR283,5085503,Grayson O'Bara,WR,North Texas,0.99,87.4,-55.9
613,WR284,5089539,Censere Lee,WR,Pittsburgh,0.92,87.4,-55.9
614,WR285,4921113,Josh Manning,WR,Kansas State,0.89,87.4,-55.9
615,WR286,5147376,Kameron Courtney,WR,Virginia,0.89,87.3,-56.0
616,WR287,5151048,Duane Thomas Jr.,WR,UCF,0.93,87.2,-56.1
617,WR288,5219476,Isaiah Myers,WR,Missouri State,0.94,87.2,-56.1
618,WR289,5224217,Marcus Calwise Jr.,WR,Louisiana Tech,0.91,86.9,-56.4
619,RB244,4816307,Joseph Himon II,RB,Northwestern,0.93,86.9,-56.4
620,RB245,5300926,TJ Lester,RB,Marshall,0.8,86.8,-56.5
621,WR290,5146719,CJ Brown,WR,Arkansas,0.96,86.7,-56.6
622,WR291,4833629,Jace Wilson,WR,Sacramento State,0.88,86.7,-56.6
623,WR292,4804883,Jalen Moss,WR,Arizona State,0.92,86.6,-56.7
624,WR293,4871069,Micah Tease,WR,Tulsa,0.87,86.6,-56.7
625,RB246,5126539,Jaydon Wright,RB,UL Monroe,0.8,86.5,-56.8
626,WR294,4819228,Rodney Harris II,WR,Oklahoma State,0.95,86.5,-56.8
627,RB247,5079364,Kam Davis,RB,Liberty,0.89,86.4,-56.9
628,QB64,5084769,Angel Flores,QB,Central Michigan,1.0,194.6,-57.2
629,WR295,5079519,Jeremiah McClellan,WR,Oregon,0.88,86.0,-57.3
630,QB65,5083569,Jaden Craig,QB,TCU,0.98,194.3,-57.5
631,WR296,5141471,Hardley Gilmore IV,WR,Kentucky,0.96,85.7,-57.6
632,TE24,4870954,Randy Pittman,TE,SMU,0.95,78.3,-57.7
633,WR297,5214557,JJ Buchanan,WR,Michigan,0.93,85.6,-57.7
634,WR298,4921306,Mikey Matthews,WR,UCLA,0.94,85.5,-57.8
635,WR299,5219140,Jeremiah Patterson,WR,North Dakota State,0.89,85.4,-57.9
636,RB248,5145737,Matt Fuller,RB,South Carolina,0.91,85.4,-57.9
637,WR300,5164351,Aveion Chenault,WR,Western Michigan,0.98,85.2,-58.1
638,WR301,4685565,Evan Stewart,WR,Oregon,0.83,85.2,-58.1
639,QB66,4870607,Jackson Arnold,QB,UNLV,1.0,193.7,-58.1
640,RB249,4922995,Dijon Stanley,RB,New Mexico State,0.89,85.2,-58.1
641,RB250,5077876,TJ Horton,RB,Ball State,0.96,85.1,-58.2
642,WR302,5079743,Perry Thompson,WR,Minnesota,0.94,85.0,-58.3
643,WR303,4574964,Gavin Thomson,WR,Sacramento State,0.87,84.9,-58.4
644,WR304,4429804,Jimmy Calloway,WR,Tulsa,0.95,84.9,-58.4
645,RB251,5106301,Kedren Young,RB,Notre Dame,0.76,84.7,-58.6
646,WR305,5104888,Grady O'Neill,WR,Sam Houston,0.97,84.7,-58.6
647,WR306,4921154,Eugene Wilson III,WR,LSU,0.84,84.7,-58.6
648,WR307,5079714,Rico Scott,WR,Alabama,0.89,84.7,-58.6
649,TE25,4899360,Jaden Platt,TE,Arkansas,1.0,77.4,-58.6
650,TE26,4922988,Jamari Johnson,TE,Oregon,1.0,77.3,-58.7
651,QB67,5119841,Dru DeShields,QB,Kent State,1.0,193.0,-58.8
652,WR308,5086051,VJ Wilkins,WR,Boston College,0.92,84.4,-58.9
653,WR309,5078227,Braeden Wisloski,WR,James Madison,0.99,84.4,-58.9
654,TE27,4869602,Toby Payne,TE,Marshall,1.0,77.0,-59.0
655,WR310,5144962,Jalen Smith,WR,Minnesota,0.91,84.2,-59.1
656,RB252,5194663,Cameron Pettaway,RB,Iowa State,0.87,84.0,-59.3
657,WR311,4870835,Brandon Inniss,WR,Ohio State,0.99,84.0,-59.3
658,TE28,5160086,Desirrio Riles,TE,Florida State,0.95,76.7,-59.3
659,RB253,5083175,Anthony Woods,RB,UCLA,0.95,83.8,-59.5
660,RB254,4685494,George Pettaway,RB,James Madison,0.97,83.8,-59.5
661,RB255,5219864,Terrez Worthy,RB,Maryland,0.91,83.8,-59.5
662,RB256,5127724,Christian Clark,RB,South Carolina,0.93,83.7,-59.6
663,WR312,5225740,Tristan Smith,WR,Clemson,0.95,83.7,-59.6
664,WR313,5104212,Jaren Hamilton,WR,Arizona State,0.83,83.7,-59.6
665,WR314,4922987,Takye Heath,WR,Virginia Tech,0.91,83.6,-59.7
666,RB257,5150556,Jay Haynes,RB,Clemson,0.91,83.6,-59.7
667,WR315,5079326,Terry Bussey,WR,Texas A&M,0.96,83.5,-59.8
668,WR316,5079627,Jadon Porter,WR,Baylor,0.83,83.3,-60.0
669,RB258,5296412,DJ Taylor,RB,Middle Tennessee,0.9,83.2,-60.1
670,WR317,4602895,Makai Cope,WR,Missouri State,1.0,83.2,-60.1
671,TE29,5079373,Decker DeGraaf,TE,Washington,0.99,75.9,-60.1
672,RB259,4918111,A'Marion Peterson,RB,UTSA,0.93,83.1,-60.2
673,WR318,5075962,Baylin Brooks,WR,Western Michigan,0.94,83.0,-60.3
674,WR319,5218988,Jojo Stone,WR,Florida International,0.88,82.9,-60.4
675,RB260,4684421,Simeon Price,RB,Oregon,0.86,82.9,-60.4
676,QB68,5194626,Roman Gagliano,QB,Middle Tennessee,0.89,191.3,-60.5
677,RB261,4922983,Manny Covey,RB,Memphis,0.9,82.7,-60.6
678,RB262,5079537,Ju'Juan Johnson,RB,Syracuse,0.9,82.7,-60.6
679,WR320,4871022,Robby Washington,WR,Coastal Carolina,0.91,82.7,-60.6
680,QB69,4838679,Ashton Daniels,QB,Florida State,0.83,191.2,-60.6
681,RB263,5124975,Juelz Goff,RB,Boise State,0.9,82.7,-60.6
682,WR321,5158756,Damien Morgan,WR,Nevada,0.87,82.6,-60.7
683,WR322,5164749,Noah Jennings,WR,Minnesota,0.97,82.6,-60.7
684,TE30,5121720,Noah Meyers,TE,Syracuse,0.88,75.3,-60.7
685,RB264,5224505,Tre Page III,RB,Oklahoma State,0.84,82.5,-60.8
686,WR323,5141394,Lotzeir Brooks,WR,Alabama,0.97,82.4,-60.9
687,WR324,5092787,Marlion Jackson,WR,Virginia Tech,0.94,82.4,-60.9
688,WR325,4870776,Jalen Hale,WR,SMU,0.8,82.3,-61.0
689,RB265,4576218,Sevion Morrison,RB,Tulsa,0.85,82.2,-61.1
690,RB266,5079410,Jerrick Gibson,RB,Purdue,0.9,82.2,-61.1
691,WR326,5157287,David Wells Jr.,WR,Tulsa,0.83,82.1,-61.2
692,QB70,5083171,Jack Layne,QB,New Mexico,1.0,190.6,-61.2
693,RB267,5110535,Kyson Brown,RB,Arizona State,0.81,82.1,-61.2
