rank,pos_rank,playerId,name,position,team,role,proj_points,draft_value
3842,WR1730,5383005,Carter Harris,WR,Louisiana Tech,0.12,4.1,-139.2
3843,WR1731,5278402,Oliver Bender,WR,Washington State,0.21,4.1,-139.2
3844,WR1732,5297792,Leroy Lewis,WR,Old Dominion,0.21,4.1,-139.2
3845,RB963,5295045,Zeke Martinez,RB,Boise State,0.17,4.1,-139.2
3846,WR1733,5236398,Sam Zelenovich,WR,Iowa State,0.24,4.1,-139.2
3847,WR1734,5295948,Jalyn Abercrombie,WR,Marshall,0.16,4.1,-139.2
3848,WR1735,5294282,Jackson Repp,WR,South Carolina,0.17,4.1,-139.2
3849,WR1736,5290856,Joe Stimpson,WR,Nevada,0.21,4.0,-139.3
3850,WR1737,5296155,Giyahni Kontosis,WR,Cincinnati,0.12,4.0,-139.3
3851,RB964,5378094,RJ Boyd,RB,NC State,0.17,4.0,-139.3
3852,WR1738,5219992,Matt Clark,WR,Utah,0.12,4.0,-139.3
3853,WR1739,5229556,Cameron Cornthwaite,WR,NC State,0.08,4.0,-139.3
3854,WR1740,5213295,Ben Whitver,WR,Penn State,0.18,4.0,-139.3
3855,WR1741,5282469,Harper Hughes,WR,Western Michigan,0.27,4.0,-139.3
3856,WR1742,5292857,Tristan Reed,WR,Miami (OH),0.21,4.0,-139.3
3857,WR1743,5385850,Colin Charles,WR,Michigan State,0.16,4.0,-139.3
3858,WR1744,5293035,Scoop Smith,WR,Miami (OH),0.21,4.0,-139.3
3859,WR1745,5289510,Jesse Legree,WR,Oregon State,0.23,4.0,-139.3
3860,WR1746,5209299,Darryon Williams,WR,Florida State,0.18,3.9,-139.4
3861,WR1747,5279150,Aiden Smalls,WR,NC State,0.21,3.9,-139.4
3862,WR1748,5297794,Ryan Thomas,WR,Old Dominion,0.21,3.9,-139.4
3863,WR1749,5219123,Luke Gayton,WR,San Diego State,0.18,3.9,-139.4
3864,WR1750,5293707,Adam Buffington,WR,Army,0.16,3.9,-139.4
3865,WR1751,5295301,Danny Boden,WR,UNLV,0.17,3.9,-139.4
3866,WR1752,5326882,Joseph Saffold,WR,Bowling Green,0.2,3.9,-139.4
3867,WR1753,5219243,Owen van Loben Sels,WR,Stanford,0.19,3.9,-139.4
3868,WR1754,5226578,Eli Adams,WR,Wisconsin,0.18,3.9,-139.4
3869,WR1755,5221319,Brady Bidwell,WR,Oregon,0.12,3.9,-139.4
3870,WR1756,5327675,Jayden Skelton,WR,UAB,0.17,3.9,-139.4
3871,QB163,4918099,Kenny Minchey,QB,Kentucky,0.94,112.3,-139.5
3872,WR1757,5327660,Jayden Padgett,WR,Oregon State,0.22,3.8,-139.5
3873,WR1758,5326949,Jacob Maldonado,WR,New Mexico,0.17,3.8,-139.5
3874,RB965,5296146,Reginald Craig,RB,Northern Illinois,0.25,3.8,-139.5
3875,WR1759,5297107,Wyatt Smiley,WR,UTSA,0.18,3.8,-139.5
3876,WR1760,5390429,Grayson Gibson,WR,Florida Atlantic,0.17,3.8,-139.5
3877,WR1761,5276669,Kahden Smith,WR,Vanderbilt,0.14,3.8,-139.5
3878,WR1762,5258853,Jude Hall,WR,Arkansas,0.2,3.8,-139.5
3879,RB966,5245054,Josiah Lucas,RB,San Diego State,0.26,3.8,-139.5
3880,WR1763,5215218,Karon Brookins,WR,Penn State,0.18,3.7,-139.6
3881,WR1764,5332628,Karsten Fiene,WR,Missouri,0.19,3.7,-139.6
3882,WR1765,5229357,Karson Kaiser,WR,Illinois,0.1,3.7,-139.6
3883,WR1766,5296446,Jordan Manuel,WR,Missouri State,0.14,3.7,-139.6
3884,WR1767,5296620,Jeremiah Fung,WR,San José State,0.2,3.7,-139.6
3885,WR1768,5161804,Brock Boyd,WR,Ohio State,0.21,3.7,-139.6
3886,WR1769,5393814,Bradley Wainwright,WR,UAB,0.16,3.7,-139.6
3887,WR1770,5215561,Keavon Roberts,WR,Houston,0.18,3.7,-139.6
3888,WR1771,5290782,Luke Thompson,WR,Tennessee,0.15,3.7,-139.6
3889,WR1772,5302780,Johnny Casey Jr.,WR,Louisiana Tech,0.17,3.7,-139.6
3890,WR1773,5293243,Rollie Pinto,WR,Jacksonville State,0.17,3.6,-139.7
3891,WR1774,5210022,Derion Talbert,WR,Ball State,0.2,3.6,-139.7
3892,WR1775,5272684,Cayden Alula,WR,Navy,0.13,3.6,-139.7
3893,WR1776,5280791,Ty Sexton,WR,Sam Houston,0.15,3.6,-139.7
3894,RB967,5282663,Devaughn Eka,RB,BYU,0.19,3.6,-139.7
3895,WR1777,5296065,Sam Dodd,WR,NC State,0.13,3.6,-139.7
3896,WR1778,5387624,Jack Eskridge,WR,Buffalo,0.16,3.6,-139.7
3897,QB164,5132812,Aaron Philo,QB,Florida,0.9,112.0,-139.8
3898,WR1779,5385760,Pierce St. Geme,WR,Bowling Green,0.21,3.5,-139.8
3899,WR1780,5269143,Jabarie Thornton,WR,Oklahoma State,0.18,3.5,-139.8
3900,WR1781,5265567,Rashad Perry,WR,Ohio,0.28,3.5,-139.8
3901,WR1782,5302867,Logan Barnes,WR,UConn,0.22,3.5,-139.8
3902,WR1783,5388749,Brandon Gaea,WR,Hawai'i,0.16,3.5,-139.8
3903,WR1784,5229094,Luke Stuewe,WR,Virginia Tech,0.19,3.5,-139.8
3904,WR1785,5379956,Jack Lesniewicz,WR,Pittsburgh,0.18,3.5,-139.8
3905,WR1786,5221392,Carson Hinshaw,WR,UCF,0.13,3.5,-139.8
3906,WR1787,5295544,Apollo Payne,WR,Iowa,0.13,3.5,-139.8
3907,WR1788,5261754,Derick Brazil,WR,App State,0.18,3.5,-139.8
3908,WR1789,5281381,Blaise LaVista,WR,Washington,0.15,3.4,-139.9
3909,WR1790,5295267,Ace Ciongoli,WR,Florida,0.14,3.4,-139.9
3910,QB165,4682927,Billy Wiles,QB,App State,0.89,111.9,-139.9
3911,WR1791,5299898,Prince Hall,WR,UTSA,0.16,3.4,-139.9
3912,WR1792,5295187,Luke Sivon,WR,Akron,0.22,3.4,-139.9
3913,RB968,5393157,Journee Tonga,RB,BYU,0.18,3.4,-139.9
3914,RB969,5290624,Caleb Wynn,RB,South Alabama,0.23,3.4,-139.9
3915,RB970,5393162,Micah Beckstead,RB,BYU,0.18,3.4,-139.9
3916,RB971,5296275,Logan Payne,RB,BYU,0.18,3.4,-139.9
3917,WR1793,5165803,Corey Scott,WR,James Madison,0.07,3.3,-140.0
3918,WR1794,5216964,Myles Kendrick,WR,Indiana,0.18,3.3,-140.0
3919,WR1795,5296613,Ryker Ruelas,WR,San José State,0.2,3.3,-140.0
3920,WR1796,5290936,Tyrone Crethers,WR,SMU,0.17,3.3,-140.0
3921,WR1797,5308211,Steven Bengu,WR,Old Dominion,0.19,3.3,-140.0
3922,WR1798,5230255,Israel Hairston,WR,Virginia Tech,0.14,3.3,-140.0
3923,WR1799,5216575,Braylen Naves,WR,Central Michigan,0.21,3.3,-140.0
3924,WR1800,5292044,Amari Nash,WR,Nevada,0.17,3.2,-140.1
3925,WR1801,5282032,Maxwell Young,WR,Fresno State,0.15,3.2,-140.1
3926,WR1802,5393660,MJ Kennybrew,WR,Oregon State,0.21,3.2,-140.1
3927,WR1803,5296450,Brycen Dorsey,WR,Missouri State,0.12,3.2,-140.1
3928,WR1804,5198502,Diondre Smith,WR,Iowa,0.21,3.2,-140.1
3929,WR1805,5384688,Nash Morrison,WR,Kansas State,0.17,3.2,-140.1
3930,WR1806,5265445,Jordan Clark,WR,Rice,0.24,3.2,-140.1
3931,RB972,5386510,Kayne Miller,RB,USC,0.14,3.2,-140.1
3932,WR1807,5388337,Isaiah Simmons,WR,Massachusetts,0.15,3.2,-140.1
3933,WR1808,5390430,Spencer Martin,WR,Florida Atlantic,0.14,3.1,-140.2
3934,WR1809,5293729,Kofi Eduful,WR,Army,0.13,3.1,-140.2
3935,WR1810,5326398,Damien Durrette,WR,App State,0.16,3.1,-140.2
3936,WR1811,5391552,Mason Jordan,WR,Florida,0.14,3.1,-140.2
3937,WR1812,5382284,Lincoln Dunn,WR,Boise State,0.11,3.1,-140.2
3938,WR1813,5326947,Bailen George,WR,New Mexico,0.14,3.1,-140.2
3939,WR1814,5194327,Wyatt Sonderman,WR,Jacksonville State,0.18,3.1,-140.2
3940,RB973,5382521,Jalen Harris,RB,Fresno State,0.19,3.1,-140.2
3941,WR1815,5264243,Keynan Cotton,WR,Fresno State,0.17,3.1,-140.2
3942,WR1816,5333433,Jacolby Cooper,WR,Tennessee,0.14,3.1,-140.2
3943,WR1817,5302882,Kash Brock,WR,Wisconsin,0.16,3.1,-140.2
3944,WR1818,5390297,Kainon Gibson,WR,Tulsa,0.14,3.0,-140.3
3945,WR1819,5378095,Jason Schutt,WR,NC State,0.07,3.0,-140.3
3946,WR1820,5271148,Xavier Stinson,WR,Iowa,0.2,3.0,-140.3
3947,RB974,5395310,Donovan Crow,RB,South Alabama,0.2,3.0,-140.3
3948,WR1821,5385761,Reddik Pillarelli,WR,Bowling Green,0.18,3.0,-140.3
3949,WR1822,5278420,Kortez Rupert,WR,Indiana,0.16,3.0,-140.3
3950,WR1823,5378096,Landon Thompson,WR,NC State,0.13,3.0,-140.3
3951,WR1824,5273821,Amarion Jackson,WR,Penn State,0.15,3.0,-140.3
3952,WR1825,5369924,Cory Henderson Jr.,WR,Arkansas,0.06,3.0,-140.3
3953,WR1826,5326943,Chris Dupree,WR,UTSA,0.14,3.0,-140.3
3954,WR1827,5296429,Chase Davis,WR,Middle Tennessee,0.19,3.0,-140.3
3955,RB975,5295631,Kevin Young,RB,Arkansas,0.15,3.0,-140.3
3956,WR1828,5383008,Zach Eskildsen,WR,Iowa State,0.2,2.9,-140.4
3957,WR1829,5384869,Max Ausmus,WR,Utah,0.09,2.9,-140.4
3958,RB976,5296225,Nehemiah Warmate,RB,Houston,0.21,2.9,-140.4
3959,WR1830,5296264,A.J. Brand,WR,Virginia Tech,0.15,2.9,-140.4
3960,RB977,5390364,Finbar Malloy,RB,Army,0.27,2.9,-140.4
3961,WR1831,5382269,Sean Manuel,WR,Charlotte,0.12,2.9,-140.4
3962,WR1832,5306284,Jessie Primer IV,WR,Mississippi State,0.1,2.9,-140.4
3963,WR1833,5327542,Brayden Myovela,WR,Old Dominion,0.17,2.9,-140.4
3964,WR1834,5274281,Jarvis Washington Jr,WR,South Alabama,0.2,2.9,-140.4
3965,WR1835,5294119,Deji Ajose,WR,Washington,0.12,2.9,-140.4
3966,QB166,4884086,Jalen Macon,QB,Northern Illinois,0.75,111.3,-140.5
3967,WR1836,5225254,Dominic Monz,WR,Akron,0.17,2.8,-140.5
3968,RB978,5296813,Tim Longo,RB,Boston College,0.18,2.8,-140.5
3969,RB979,5276633,Max Warner,RB,Missouri,0.19,2.7,-140.6
3970,WR1837,5390479,Braedon Brenner,WR,Colorado,0.12,2.7,-140.6
3971,WR1838,5369900,Leslie Mosley Jr.,WR,Illinois,0.15,2.7,-140.6
3972,RB980,5390368,Elijah Bechtel,RB,Army,0.25,2.7,-140.6
3973,RB981,5369936,Stuart Andrews,RB,Auburn,0.14,2.7,-140.6
3974,WR1839,5383052,Malachi Steele,WR,Middle Tennessee,0.17,2.7,-140.6
3975,WR1840,5372140,Jackson Maggiore,WR,Duke,0.14,2.7,-140.6
3976,RB982,5276960,Donovan Triplett,RB,Western Michigan,0.23,2.7,-140.6
3977,RB983,5369750,Billy Barrett,RB,Boston College,0.17,2.7,-140.6
3978,WR1841,5290589,Blair Irvin III,WR,Arkansas,0.19,2.7,-140.6
3979,WR1842,5327241,Preston Jackson,WR,Rice,0.2,2.6,-140.7
3980,WR1843,5388316,Wyatt Januska,WR,Kent State,0.15,2.6,-140.7
3981,WR1844,5369937,Jack Ellenburg,WR,Auburn,0.19,2.6,-140.7
3982,WR1845,5271141,Derrick McBride II,WR,Missouri,0.15,2.6,-140.7
3983,WR1846,5334184,Jacob Harvey,WR,Illinois,0.13,2.6,-140.7
3984,WR1847,5277007,La'Keyleon Graves,WR,Texas State,0.13,2.6,-140.7
3985,RB984,5390370,Joe Callerame,RB,Army,0.24,2.6,-140.7
3986,WR1848,5263007,Tyran Evans,WR,Miami,0.15,2.6,-140.7
3987,RB985,5295817,Brian Case,RB,Florida,0.16,2.6,-140.7
3988,WR1849,5394578,Ethan Masteller,WR,Washington State,0.15,2.6,-140.7
3989,WR1850,5302839,Avin Robinson,WR,Central Michigan,0.17,2.5,-140.8
3990,WR1851,5281383,Kaden Page,WR,Ohio,0.23,2.5,-140.8
3991,WR1852,5388321,Aidan Stewart,WR,Kent State,0.14,2.5,-140.8
3992,RB986,5385737,Sawyer Wilkerson,RB,Texas Tech,0.12,2.5,-140.8
3993,RB987,5387641,Jordan Stapleton,RB,Central Michigan,0.19,2.5,-140.8
3994,WR1853,5272774,Brody Schaffer,WR,Iowa,0.18,2.5,-140.8
3995,RB988,5386511,Tyson Park,RB,USC,0.11,2.5,-140.8
3996,WR1854,5276636,Xavier Warren,WR,Texas State,0.14,2.4,-140.9
3997,WR1855,5295781,Khalil Quinn,WR,Georgia State,0.13,2.4,-140.9
3998,WR1856,5302873,Elijah Lucas,WR,Western Michigan,0.25,2.4,-140.9
3999,WR1857,5296079,Andrea Parisi,WR,UCF,0.09,2.4,-140.9
4000,WR1858,5274378,Khatori Marion,WR,South Alabama,0.18,2.4,-140.9
4001,WR1859,5334131,Dayvon Standard,WR,Oklahoma State,0.14,2.4,-140.9
4002,RB989,5333436,Preston Hatfield,RB,Missouri,0.16,2.3,-141.0
4003,WR1860,5279906,Dmari Roberts,WR,South Florida,0.14,2.3,-141.0
4004,WR1861,5312211,Bull Mitchell,WR,Mississippi State,0.08,2.3,-141.0
4005,WR1862,5302804,Zach Hackleman,WR,Ohio,0.21,2.3,-141.0
4006,WR1863,5209416,Jaylen Pile,WR,Michigan,0.15,2.3,-141.0
4007,RB990,5390377,Gavin Madigan,RB,Army,0.24,2.3,-141.0
4008,WR1864,5293730,Brian Ray III,WR,Army,0.12,2.3,-141.0
4009,WR1865,5293735,Jakiel Kendricks,WR,Army,0.12,2.3,-141.0
4010,WR1866,5295632,Brayden Carroll,WR,Tennessee,0.1,2.2,-141.1
4011,RB991,5390378,Isaiah Linyear,RB,Army,0.23,2.2,-141.1
4012,WR1867,5388929,Kelan McInerney,WR,Northern Illinois,0.1,2.2,-141.1
4013,WR1868,5290570,Kristion Brooks,WR,Louisiana,0.16,2.2,-141.1
4014,WR1869,5294067,Wils Jackson,WR,Vanderbilt,0.06,2.2,-141.1
4015,WR1870,5279651,Dominic White,WR,South Alabama,0.16,2.1,-141.2
4016,RB992,5295539,Braeden Jackson,RB,Iowa,0.1,2.1,-141.2
4017,WR1871,5384823,Armoni Weaver-Bomar,WR,West Virginia,0.12,2.0,-141.3
4018,WR1872,5327560,Marcus Hughbanks,WR,Ohio,0.19,2.0,-141.3
4019,WR1873,5327593,Da'Shon Febres,WR,Central Michigan,0.14,2.0,-141.3
4020,WR1874,5372135,Fisher Southall,WR,Mississippi State,0.07,2.0,-141.3
4021,WR1875,5311782,Angelo Chapman,WR,Western Michigan,0.21,2.0,-141.3
4022,WR1876,5295212,Malakai Sumter,WR,Fresno State,0.08,2.0,-141.3
4023,WR1877,5158995,Jalen Lott,WR,Oregon,0.12,2.0,-141.3
4024,RB993,5289329,Amar'e Glover,RB,Penn State,0.16,2.0,-141.3
4025,WR1878,5325587,Cade Brooks,WR,Bowling Green,0.18,2.0,-141.3
4026,WR1879,5381587,Darius Johnson,WR,Syracuse,0.12,2.0,-141.3
4027,WR1880,5295188,Troy Hazuda,WR,Akron,0.13,2.0,-141.3
4028,WR1881,5372203,Tony Bland,WR,Florida State,0.12,2.0,-141.3
4029,RB994,5390381,Chevas Gregory,RB,Army,0.21,2.0,-141.3
4030,WR1882,5159950,Kolby Luna,WR,Miami,0.04,2.0,-141.3
4031,RB995,5390389,Elzie Slaughter,RB,Army,0.2,1.9,-141.4
4032,WR1883,5326061,Deven Vigue,WR,Nevada,0.14,1.9,-141.4
4033,WR1884,5388322,William Bierfeldt,WR,Kent State,0.11,1.9,-141.4
4034,WR1885,5394401,Blake Parker,WR,Ohio,0.18,1.9,-141.4
4035,WR1886,5287644,Gabe Legrand,WR,South Florida,0.13,1.9,-141.4
4036,WR1887,5295478,Scotty Brennan,WR,Arizona,0.09,1.9,-141.4
4037,WR1888,5290622,Trace Burney,WR,James Madison,0.19,1.9,-141.4
4038,WR1889,5290246,Elijah Moss,WR,James Madison,0.19,1.9,-141.4
4039,WR1890,5382279,Shelden Golliday,WR,Charlotte,0.08,1.8,-141.5
4040,WR1891,5290902,Jonathan Stafford Jr.,WR,Western Kentucky,0.08,1.8,-141.5
4041,WR1892,5159001,Xavier McDonald,WR,James Madison,0.16,1.8,-141.5
4042,WR1893,5290575,Tre'Von Mcgory,WR,Western Kentucky,0.08,1.8,-141.5
4043,WR1894,5394425,Jayden Lewis,WR,Louisiana,0.13,1.8,-141.5
4044,RB996,5387642,Jayel Harris,RB,Central Michigan,0.13,1.7,-141.6
4045,WR1895,5302777,Jakobe DeJesus,WR,Liberty,0.19,1.7,-141.6
4046,QB167,5092275,Ty Dieffenbach,QB,UCLA,0.74,110.2,-141.6
4047,WR1896,5395311,JJ Williams,WR,South Alabama,0.13,1.7,-141.6
4048,WR1897,5394408,MC Walker II,WR,Ohio,0.16,1.7,-141.6
4049,WR1898,5159013,Salesi Moa,WR,Michigan,0.12,1.7,-141.6
4050,WR1899,5293738,Charlie Daly,WR,Army,0.09,1.7,-141.6
4051,WR1900,5303264,Dameon Crowe,WR,Texas State,0.09,1.6,-141.7
4052,WR1901,5150432,Dylan Davis,WR,Ole Miss,0.03,1.6,-141.7
4053,WR1902,5264660,Afy Ibekwe,WR,Northern Illinois,0.22,1.5,-141.8
4054,WR1903,5290214,Drew Williams,WR,Marshall,0.12,1.5,-141.8
4055,WR1904,5394580,Isaiah Docken,WR,Washington State,0.1,1.5,-141.8
4056,WR1905,5211889,Messiah Hampton,WR,Oregon,0.09,1.5,-141.8
4057,WR1906,5268751,Blake Mclane,WR,Texas State,0.1,1.5,-141.8
4058,WR1907,5327572,Justin Faulkner,WR,Northern Illinois,0.11,1.5,-141.8
4059,WR1908,5381556,Dorian Barnes,WR,Houston,0.1,1.5,-141.8
4060,WR1909,5386521,Griffin Brahm,WR,USC,0.06,1.4,-141.9
4061,WR1910,5386518,Grant Woods,WR,USC,0.06,1.4,-141.9
4062,RB997,5296164,Chase Dawkins,RB,Western Michigan,0.21,1.4,-141.9
4063,WR1911,5305895,Jalen Hightower,WR,Akron,0.09,1.4,-141.9
4064,WR1912,5383067,Devin Staley,WR,Missouri State,0.05,1.3,-142.0
4065,RB998,5376855,Juju Pope,RB,Wisconsin,0.26,1.3,-142.0
4066,RB999,5387605,Connor Mathews,RB,South Florida,0.1,1.3,-142.0
4067,WR1913,5291156,Devin Hamilton,WR,Western Kentucky,0.06,1.3,-142.0
4068,WR1914,5292277,Brennan Chambers,WR,Marshall,0.1,1.3,-142.0
4069,WR1915,5315119,Zion Hudson,WR,James Madison,0.19,1.3,-142.0
4070,WR1916,5379738,Brandon Golliday,WR,Arkansas State,0.1,1.3,-142.0
4071,WR1917,5383073,Torrin Teague,WR,Missouri State,0.05,1.3,-142.0
4072,WR1918,5295885,Jonah Jones,WR,Texas State,0.08,1.2,-142.1
4073,WR1919,5334189,Kaleb Smith,WR,James Madison,0.18,1.2,-142.1
4074,WR1920,5381565,Jack Newhouse,WR,Houston,0.09,1.2,-142.1
4075,WR1921,5388323,Luke Simms,WR,Kent State,0.07,1.2,-142.1
4076,WR1922,5381557,Braeden Robinson,WR,Houston,0.09,1.2,-142.1
4077,WR1923,5382946,Nathanael Dates,WR,Liberty,0.14,1.2,-142.1
4078,WR1924,5296157,Taizaun Burns,WR,Cincinnati,0.05,1.2,-142.1
4079,WR1925,5384729,AJ Carey,WR,New Mexico State,0.08,1.2,-142.1
4080,WR1926,5282366,Hudson Lewis,WR,Oregon,0.08,1.2,-142.1
4081,WR1927,5374920,Evan Enderlin,WR,Texas,0.07,1.1,-142.2
4082,RB1000,5375166,Jeremy Washington,RB,Penn State,0.14,1.0,-142.3
4083,WR1928,5296249,Camdon Pitchford,WR,Jacksonville State,0.07,0.9,-142.4
4084,WR1929,5320928,Aiden Burke,WR,Marshall,0.09,0.9,-142.4
4085,QB168,5079620,Michael Van Buren Jr.,QB,South Florida,0.76,109.3,-142.5
4086,WR1930,5375124,Amari Valerio-Hudson,WR,Ohio State,0.07,0.7,-142.6
4087,WR1931,5375125,Ryan Seimetz,WR,Ohio State,0.07,0.7,-142.6
4088,WR1932,5381512,Jordyn Adams,WR,SMU,0.04,0.7,-142.6
4089,WR1933,5300524,Brody Tolbert,WR,Georgia,0.04,0.7,-142.6
4090,WR1934,5306314,Benjamin McElreath,WR,Georgia,0.04,0.7,-142.6
4091,QB169,5220473,Jackson Gutierrez,QB,Navy,0.93,109.2,-142.6
4092,WR1935,5384731,Josiah Castillo,WR,New Mexico State,0.05,0.7,-142.6
4093,WR1936,5295799,Chase Pensyl,WR,James Madison,0.09,0.6,-142.7
4094,WR1937,5295606,Wilson Roberts,WR,Miami (OH),0.1,0.6,-142.7
4095,WR1938,5295599,Andrew Bjorson,WR,Miami (OH),0.1,0.6,-142.7
4096,WR1939,5296047,Quinn Rosenkranz,WR,Purdue,0.05,0.6,-142.7
4097,WR1940,5226970,Brennan Burton,WR,Miami,0.02,0.6,-142.7
4098,WR1941,5295796,Miles Halbert,WR,James Madison,0.09,0.6,-142.7
4099,WR1942,5230251,L.J. Booker,WR,Virginia Tech,0.06,0.5,-142.8
4100,WR1943,5294112,Mason Kelley,WR,Wisconsin,0.08,0.5,-142.8
4101,WR1944,5294141,Duke Brennan,WR,Boston College,0.03,0.3,-143.0
4102,WR1945,5384631,Griffin Baker,WR,Kansas,0.02,0.3,-143.0
4103,WR1946,5296815,Will Graves III,WR,Boston College,0.03,0.3,-143.0
4104,WR1947,5295608,Ian Tepas,WR,Miami (OH),0.09,0.2,-143.1
4105,WR1948,5301448,CJ Castner,WR,Miami (OH),0.09,0.2,-143.1
4106,WR1949,5280600,Derek Stevenson,WR,San Diego State,0.01,0.1,-143.2
4107,WR1950,5293959,Ben Petermann,WR,Tennessee,0.0,0.0,-143.3
4108,WR1951,5295268,Cade Kaiser,WR,Indiana,0.0,0.0,-143.3
4109,WR1952,5390460,Blake Hogshooter,WR,Oklahoma State,0.0,0.0,-143.3
4110,WR1953,5390350,Matthew Perkins,WR,Army,0.0,0.0,-143.3
4111,WR1954,5306772,Kai Powell,WR,Texas Tech,0.0,0.0,-143.3
4112,WR1955,5218513,Xavier Southall,WR,Notre Dame,0.0,0.0,-143.3
4113,WR1956,5306767,Drew Hube,WR,Virginia Tech,0.0,0.0,-143.3
4114,WR1957,5388439,Jackson Ruth,WR,Miami (OH),0.0,0.0,-143.3
4115,WR1958,5295269,Hunter Stroud,WR,Indiana,0.0,0.0,-143.3
4116,WR1959,5391320,Braeden Stuart,WR,Navy,0.0,0.0,-143.3
4117,WR1960,5391348,Armoni Spurlock,WR,Navy,0.0,0.0,-143.3
4118,WR1961,5391337,Tyler Breedlove,WR,Navy,0.0,0.0,-143.3
4119,WR1962,5381513,David Kniffen Jr.,WR,SMU,0.0,0.0,-143.3
4120,WR1963,5327431,Gatlin Bair,WR,Oregon,0.0,0.0,-143.3
4121,WR1964,5294448,Levi Blount,WR,Ole Miss,0.0,0.0,-143.3
4122,WR1965,5306316,Jackson St. Clair,WR,Georgia,0.0,0.0,-143.3
4123,WR1966,5390348,Noah Dolbin,WR,Army,0.0,0.0,-143.3
4124,WR1967,5291794,Daishaun Davis,WR,San Diego State,0.0,0.0,-143.3
4125,WR1968,5296084,Chase Hinshaw,WR,UCF,0.0,0.0,-143.3
4126,WR1969,5390459,Ty Watts,WR,Oklahoma State,0.0,0.0,-143.3
4127,WR1970,5296019,Jovon McRae II,WR,Oregon,0.0,0.0,-143.3
4128,WR1971,5391332,Gus Anderson,WR,Navy,0.0,0.0,-143.3
4129,WR1972,5391326,Bash Bodily,WR,Navy,0.0,0.0,-143.3
4130,WR1973,5391323,JP Donovan,WR,Navy,0.0,0.0,-143.3
4131,WR1974,5391321,Truman Brasfield,WR,Navy,0.0,0.0,-143.3
4132,WR1975,5207580,Dylan Faison,WR,Notre Dame,0.0,0.0,-143.3
4133,WR1976,5159947,Riply Luna,WR,Miami,0.0,0.0,-143.3
4134,WR1977,5296266,Joseph Hobbs,WR,Virginia Tech,0.0,0.0,-143.3
4135,WR1978,5391346,Ihsaan Alozie,WR,Navy,0.0,0.0,-143.3
4136,WR1979,5293033,Quincy Shelton,WR,Oklahoma State,0.0,0.0,-143.3
4137,WR1980,5391527,Hunter Vaughn,WR,Oregon,0.0,0.0,-143.3
4138,WR1981,5296018,Nathan McCoy II,WR,Oregon,0.0,0.0,-143.3
4139,WR1982,5296083,Zack Palmer,WR,UCF,0.0,0.0,-143.3
4140,WR1983,5295270,Bruno Massel IV,WR,Indiana,0.0,0.0,-143.3
4141,WR1984,5294080,Quintaelyn Joyner,WR,Texas Tech,0.0,0.0,-143.3
4142,WR1985,5291802,Carson Diehl,WR,San Diego State,0.0,0.0,-143.3
4143,WR1986,5222247,Arrion Concepcion,WR,James Madison,0.0,0.0,-143.3
4144,WR1987,5390355,Jackson Kreutzer,WR,Army,0.0,0.0,-143.3
4145,WR1988,5390362,Aiden Burgy,WR,Army,0.0,0.0,-143.3
4146,WR1989,5394494,Craig Walker,WR,San Diego State,0.0,0.0,-143.3
4147,WR1990,5390386,Mark Andrzejewski,WR,Army,0.0,0.0,-143.3
4148,WR1991,5375165,Hank Lustig,WR,Penn State,0.0,0.0,-143.3
4149,WR1992,5381514,Siler Cooke,WR,SMU,0.0,0.0,-143.3
4150,WR1993,5381528,Pierce Ayers,WR,Cincinnati,0.0,0.0,-143.3
4151,WR1994,5381629,Hudson Zell,WR,Virginia Tech,0.0,0.0,-143.3
4152,WR1995,5369933,Isaiah Oliver,WR,Iowa,0.0,0.0,-143.3
4153,WR1996,5203607,Elijah Hardy,WR,UCF,0.0,0.0,-143.3
4154,WR1997,5332203,Marcus Harris,WR,UCLA,0.0,0.0,-143.3
4155,WR1998,5383047,Eli Nikolas,WR,North Texas,0.0,0.0,-143.3
4156,WR1999,5374299,Lane Cope,WR,Tennessee,0.0,0.0,-143.3
4157,WR2000,5390346,Christian Cherilus,WR,Army,0.0,0.0,-143.3
4158,WR2001,5385755,Dom Woods,WR,Bowling Green,0.14,0.0,-143.3
4159,WR2002,5390345,Riley Reed,WR,Army,0.0,0.0,-143.3
4160,WR2003,5388803,Alex Grush,WR,Nevada,0.0,0.0,-143.3
4161,WR2004,5384737,Michael Sifford,WR,Rice,0.11,0.0,-143.3
4162,WR2005,5376859,Dorsett Stecker,WR,Wisconsin,0.0,0.0,-143.3
4163,WR2006,5391339,James Cusick II,WR,Navy,0.0,0.0,-143.3
4164,WR2007,5314898,Aaron Bidwell,WR,Oregon,0.0,0.0,-143.3
4165,WR2008,5290995,Imari Jehiel,WR,Texas Tech,0.0,0.0,-143.3
4166,WR2009,5226983,Nick Thomas,WR,Miami,0.0,0.0,-143.3
4167,WR2010,5390352,Josh Milhollin,WR,Army,0.0,0.0,-143.3
4168,QB170,4592532,Billy Edwards Jr.,QB,North Carolina,0.89,108.3,-143.5
4169,QB171,5077787,Jaxon Smolik,QB,Temple,0.87,107.4,-144.4
4170,QB172,5079619,Kalieb Osborne,QB,UConn,0.84,106.0,-145.8
4171,QB173,4915837,Grayson Loftis,QB,Charlotte,0.85,105.8,-146.0
4172,QB174,5138131,Deshawn Purdie,QB,Liberty,0.81,105.1,-146.7
